channel,sender,words
disguisedtoast,leosound,1
giantwaffle,legendary_mastery,1
perrkz,teambosyy,1
perrkz,teambosyy,3
perrkz,na_why_so_fat_ha,6
perrkz,anekrot235,14
sodapoppin,420henti,11
perrkz,nomaxd,3
sodapoppin,apply_magz,19
perrkz,bloodreyna,3
sodapoppin,kil0tv,4
xqcow,resurrectandgotobed,1
perrkz,alexssnt,3
perrkz,zulindra,5
perrkz,armourpiercing1,2
perrkz,dyrusgod,1
perrkz,oxenia1111,4
perrkz,kocunar1960,2
perrkz,tsmfansrdelusional,12
perrkz,karol350,2
sodapoppin,xdream811,1
disguisedtoast,sounder_chain808,1
perrkz,tetritrux,3
perrkz,fldy,2
perrkz,candyhell1,1
perrkz,johog019,1
sodapoppin,alice_mayami,3
xqcow,oiyscoundrels,2
perrkz,dyrusgod,14
perrkz,na_less_semis_than_jankos,2
perrkz,kappachinoogg,1
perrkz,msanxd,3
perrkz,dyrusgod,6
perrkz,expento,1
perrkz,diskibu,4
perrkz,doctoryeilow,2
perrkz,azureee7,1
perrkz,juli_xx,4
perrkz,diskibu,1
perrkz,diskibu,1
perrkz,renerise,0
perrkz,8eliever,0
perrkz,appliedchain1,2
perrkz,selfleslol,13
perrkz,tsmfansrdelusional,13
perrkz,giorgiomastrota_,7
perrkz,godlikenil,12
disguisedtoast,kawaiidesuboy,1
xqcow,sno0l3y,1
sodapoppin,dr_fap,1
perrkz,blitszpt,1
perrkz,nickoone,1
perrkz,kingroders,1
perrkz,diskibu,1
perrkz,tormorn,1
perrkz,prothro,1
perrkz,kingroders,1
perrkz,vencho7,1
perrkz,lolvanha,1
perrkz,monsterkeks1,1
perrkz,kingroders,3
perrkz,brianwilliams2,1
perrkz,giugnolo98,1
sodapoppin,mrpeanutbutter42069,1
perrkz,appliedchain1,1
perrkz,lylopogo,1
perrkz,shadowlunar,4
perrkz,selfleslol,2
perrkz,shuchishin108,1
disguisedtoast,tev_curry,2
sodapoppin,ihatehipsters,54
perrkz,msanxd,2
disguisedtoast,tev_curry,2
disguisedtoast,dtkshadow88,2
perrkz,qiluklol,14
perrkz,tormorn,2
perrkz,selfleslol,1
perrkz,nifftyyobro,14
perrkz,rives5,4
perrkz,noatz,6
perrkz,qiluklol,9
perrkz,lolvanha,2
perrkz,expento,11
perrkz,nifftyyobro,10
perrkz,giugnolo98,3
xqcow,jdwarf500,2
perrkz,aloneindoom3,0
perrkz,vinszz,1
perrkz,diskibu,2
perrkz,nifftyyobro,4
perrkz,diskibu,3
sodapoppin,quote_if_not_winnable,6
sodapoppin,kil0tv,1
perrkz,tspp,3
perrkz,ld392,6
disguisedtoast,3ricdasianpandaa,1
perrkz,nickoone,2
perrkz,tsmfansrdelusional,15
sodapoppin,1zeeshan2,9
perrkz,nifftyyobro,2
perrkz,k1m4n,1
perrkz,shadowlunar,5
perrkz,ld392,12
bobross,ricknmorty1,7
perrkz,gatyesz,2
sodapoppin,meyern3,1
perrkz,tarrekgaming,4
perrkz,nomaxd,3
sodapoppin,varindra,6
perrkz,hallogen12345,11
xqcow,wolfiesword,1
perrkz,nifftyyobro,4
perrkz,tarrekgaming,1
perrkz,maverickys,8
perrkz,armaann,5
sodapoppin,sirmorthwyl,1
perrkz,expento,2
sodapoppin,paliasso,1
perrkz,diskibu,1
sodapoppin,booherroce,3
perrkz,bloodreyna,10
jbishere,tgm999,1
jbishere,jenna_tull4skin,1
perrkz,bloodreyna,3
disguisedtoast,wellzord,1
perrkz,tsmfansrdelusional,14
perrkz,noatz,10
perrkz,ld392,15
perrkz,bruceswainop,7
jbishere,jenna_tull4skin,1
jbishere,goldnpheonix,1
perrkz,tbozzt,1
perrkz,nifftyyobro,13
disguisedtoast,raydude4115,1
perrkz,nifftyyobro,4
perrkz,hallogen12345,8
perrkz,noatz,9
jbishere,gizzm01,10
disguisedtoast,jonotaku,1
perrkz,anekrot235,12
disguisedtoast,viathan_,1
jbishere,bladedaethking21,8
perrkz,armaann,1
disguisedtoast,tridexdecoy,1
perrkz,diskibu,1
perrkz,patatouilla,4
jbishere,stupidlol121,1
jbishere,gizzm01,1
jbishere,streamelements,8
perrkz,mooiemutsmann,5
perrkz,maverickys,7
perrkz,bloodreyna,2
perrkz,skenz_,9
perrkz,blitszpt,1
perrkz,shadowlunar,1
perrkz,maverickys,6
perrkz,bloodreyna,5
perrkz,tulkas_orome,2
jbishere,terdog,1
jbishere,goldnpheonix,8
jbishere,iamposs,1
perrkz,shadowlunar,1
perrkz,tsmfansrdelusional,16
jbishere,saosinn_,1
perrkz,giugnolo98,2
perrkz,bloodreyna,1
perrkz,nifftyyobro,1
jbishere,kapp06,1
disguisedtoast,gwompingturtle,11
perrkz,diskibu,2
giantwaffle,praetorian155,1
sodapoppin,snowdov_,1
sodapoppin,moneygrowsonsoil,3
sodapoppin,kaffemedfika,0
perrkz,ld392,6
perrkz,bloodreyna,3
disguisedtoast,lovelypleb,1
perrkz,unresolute,3
jbishere,cubbyty,1
perrkz,hallogen12345,14
jbishere,bigrudgaming,1
jbishere,dirty_dangles_,1
perrkz,raccoonteur,3
jbishere,chizbits,1
jbishere,reborn_na,1
jbishere,skrillex6977,1
jbishere,jaredcrue,1
sodapoppin,krakenjaws,1
jbishere,ninjasockmonkey,1
jbishere,jesuschristisplaying,1
jbishere,mabry_,1
jbishere,rs155,1
jbishere,phantomtrader88,1
jbishere,thundermatts,1
jbishere,tgm999,1
jbishere,newkemz,1
jbishere,moondaragon,1
jbishere,jenna_tull4skin,1
jbishere,eliosvanpizza,1
jbishere,goldnpheonix,1
jbishere,ladyvegan,1
perrkz,karol350,5
jbishere,spt083,1
jbishere,evil_bob_73,1
jbishere,terdog,1
jbishere,xxantarchyxx,1
sodapoppin,racsett,3
jbishere,kapp06,1
jbishere,valkata2200,1
jbishere,marbman13,3
perrkz,noatz,18
jbishere,newkemz,1
perrkz,diskibu,4
perrkz,nifftyyobro,4
jbishere,jackskun,1
jbishere,icobacca,1
jbishere,bugga420123,1
jbishere,stilesdr,1
jbishere,fresh__delivery,1
jbishere,szalke,1
perrkz,qiluklol,1
xqcow,we_g0_agane,1
jbishere,pm_me_your_nachos,1
jbishere,ojoooosh,1
jbishere,specialtater,20
perrkz,lars018,1
perrkz,dyrusgod,4
perrkz,tsmfansrdelusional,14
jbishere,streamelements,17
jbishere,ricketycat,1
perrkz,tspp,3
xqcow,burpy5,44
perrkz,kerseon___,1
perrkz,moppaaja,1
jbishere,twonyn,1
perrkz,rabanex,1
jbishere,arcsensor,2
perrkz,carloking99,3
sodapoppin,name_dot_name,9
perrkz,bastiannnnnnnnnnnnnnnn,2
perrkz,goaster__,4
perrkz,leechunso,3
perrkz,callelainen,1
bobross,bigbosswatches,11
perrkz,dyrusgod,4
perrkz,zulugallardo,9
perrkz,d10nx,4
perrkz,y__x,7
perrkz,tulkas_orome,2
perrkz,sirhenriper,1
perrkz,starvandal,0
perrkz,diskibu,3
perrkz,appliedchain1,2
perrkz,tspp,2
jbishere,ism07,1
jbishere,pixelbypixelstudios,2
perrkz,ceehope,5
perrkz,sirhenriper,4
perrkz,bastiannnnnnnnnnnnnnnn,4
jbishere,kapp06,1
perrkz,hazytheman,4
perrkz,n4m3lss,1
perrkz,dyrusgod,5
jbishere,bugga420123,1
perrkz,sirhenriper,2
jbishere,ogr3magi,11
jbishere,specialtater,2
jbishere,kapp06,1
jbishere,pixelbypixelstudios,8
perrkz,sweetdreammz,5
jbishere,nwonknu_x,1
sodapoppin,quiksy,6
perrkz,itaachu,9
jbishere,ogr3magi,16
jbishere,streamelements,11
jbishere,fail_ninja,1
jbishere,pixelbypixelstudios,2
perrkz,suikastxi,1
perrkz,chachopancho,3
perrkz,skinless_parrot,7
jbishere,tomasmares,1
jbishere,gizzm01,16
perrkz,fldy,1
perrkz,renerise,1
perrkz,juli_xx,1
perrkz,quarric,1
perrkz,g33k_0ut,1
jbishere,specialtater,4
perrkz,nifftyyobro,5
perrkz,rabanex,4
jbishere,ogr3magi,22
jbishere,slxthtblakkidtv,1
perrkz,alexssnt,5
perrkz,bastiannnnnnnnnnnnnnnn,5
perrkz,aloneindoom3,1
sodapoppin,aidenwallis,4
perrkz,suitwo,1
perrkz,selfleslol,3
jbishere,trpz,1
jbishere,bugga420123,1
perrkz,suitwo,1
perrkz,byfarbtw,6
jbishere,arcsensor,3
jbishere,xxantarchyxx,1
perrkz,bloodreyna,11
jbishere,nwonknu_x,2
jbishere,littlesippycup,1
jbishere,terdog,1
perrkz,na_less_semis_than_jankos,9
jbishere,xxantarchyxx,1
perrkz,tingsker,6
jbishere,tomasmares,1
jbishere,twonyn,1
perrkz,bastiannnnnnnnnnnnnnnn,13
perrkz,tingsker,2
sodapoppin,juggerrob,18
perrkz,nifftyyobro,15
jbishere,icobacca,28
perrkz,swagiane,17
jbishere,ogr3magi,6
perrkz,bruceswainop,3
jbishere,pm_me_your_nachos,32
perrkz,shadowlunar,1
perrkz,doctoryeilow,1
perrkz,tormorn,1
perrkz,fldy,1
perrkz,kesujo,3
disguisedtoast,guanfari,2
perrkz,gatyesz,2
perrkz,tictac_hs,0
jbishere,skrillex6977,4
perrkz,diskibu,3
perrkz,thebrinern,2
perrkz,rabanex,1
perrkz,moistquito,1
perrkz,diskibu,1
perrkz,linuxr1,1
perrkz,tbozzt,1
jbishere,terdog,18
perrkz,appliedchain1,0
perrkz,eddy_kr,0
perrkz,noatz,13
perrkz,nickoone,1
perrkz,diskibu,2
perrkz,azureee7,0
jbishere,terdog,2
perrkz,sveite,24
perrkz,starvandal,3
perrkz,brianwilliams2,2
perrkz,alexssnt,21
xqcow,riot_king11,1
perrkz,ardincur,2
jbishere,terdog,9
jbishere,nwonknu_x,5
jbishere,streamelements,11
perrkz,scumbagsorelio,9
jbishere,hfacta,4
jbishere,jenna_tull4skin,1
xqcow,poopyloopy1298,24
perrkz,tsmfansrdelusional,11
perrkz,shadowlunar,3
perrkz,bloodreyna,4
perrkz,appliedchain1,3
perrkz,suitwo,1
perrkz,azureee7,1
perrkz,khirsah6,1
perrkz,kerseon___,1
perrkz,bastiannnnnnnnnnnnnnnn,4
jbishere,pm_me_your_nachos,28
jbishere,gizzm01,3
sodapoppin,cobaltflames_,1
perrkz,dyrusgod,11
jbishere,moondaragon,2
disguisedtoast,mattsham,2
perrkz,tspp,3
perrkz,stiffdiq,3
perrkz,tsmfansrdelusional,11
jbishere,shaman71,1
perrkz,tingsker,6
jbishere,flaaaf,4
jbishere,streamelements,8
perrkz,tulkas_orome,3
disguisedtoast,dtkshadow88,5
perrkz,calenhir,3
perrkz,unresolute,7
perrkz,nickoone,1
perrkz,fldy,2
perrkz,kleinesberlin,2
perrkz,renerise,1
perrkz,diskibu,3
perrkz,azureee7,8
perrkz,doctoryeilow,3
perrkz,ceehope,4
perrkz,h3r0j,2
perrkz,melvindk,2
perrkz,daniel_toscan_seplante,2
perrkz,vintolk,1
perrkz,sikat01,2
perrkz,franky0986,3
perrkz,lucpham123,1
perrkz,dyrusgod,12
perrkz,rives5,5
perrkz,g33k_0ut,2
perrkz,zolcano,1
perrkz,bruceswainop,7
perrkz,renerise,5
perrkz,tbozzt,1
perrkz,evil_blobb,3
perrkz,tokyotrip,0
perrkz,thegaang,8
perrkz,sveite,3
perrkz,g33k_0ut,2
perrkz,noatz,11
jbishere,xxantarchyxx,1
perrkz,appliedchain1,3
perrkz,zeldoo,2
sodapoppin,laziruss,11
perrkz,khirsah6,3
perrkz,millstar_,3
perrkz,valohrak,2
perrkz,derekdownz,4
jbishere,flaaaf,1
perrkz,sori_for_bed_england,8
perrkz,creyoz,5
perrkz,kesujo,5
perrkz,yaking3,3
perrkz,bastiannnnnnnnnnnnnnnn,2
perrkz,dankapa98,2
perrkz,ld392,5
perrkz,akasha_18,3
perrkz,chiibibat,3
perrkz,vintolk,1
perrkz,000peter000,4
perrkz,tormorn,3
perrkz,master2hell,5
perrkz,alexssnt,14
disguisedtoast,beatusmymeatus69,31
disguisedtoast,dtkshadow88,6
perrkz,tw_fuze,7
perrkz,tspp,4
perrkz,nickoone,1
perrkz,vintolk,2
perrkz,helferklein,2
perrkz,patatouilla,1
jbishere,saosinn_,3
perrkz,heisenptar,2
perrkz,kerseon___,1
perrkz,fede_hest,10
jbishere,ladyvegan,3
perrkz,shadowlunar,1
perrkz,master2hell,1
perrkz,renerise,1
perrkz,appliedchain1,1
perrkz,giugnolo98,7
perrkz,kappachinoogg,7
perrkz,na_why_so_fat_ha,11
perrkz,zojaa,4
perrkz,christianclassic1,0
jbishere,ogr3magi,6
perrkz,tgchaoss,8
jbishere,chizbits,5
jbishere,bluedreamfiend,1
perrkz,qt3point14159,13
perrkz,thegaang,11
perrkz,kappachinoogg,0
perrkz,tsmfansrdelusional,17
perrkz,pr0tect0r922,7
perrkz,tsmfansrdelusional,4
perrkz,itaachu,4
perrkz,pwnyy_,1
jbishere,terdog,2
perrkz,pr0tect0r922,5
jbishere,419stream,1
perrkz,na_why_so_fat_ha,4
jbishere,dirty_dangles_,4
jbishere,ladyvegan,2
jbishere,saosinn_,2
jbishere,kagaminenerd,1
jbishere,turtle91199,1
jbishere,goldnpheonix,7
perrkz,tsmfansrdelusional,2
perrkz,alexssnt,16
jbishere,techbob_2002,28
jbishere,streamelements,11
jbishere,chickenbird,1
sodapoppin,jadno,1
jbishere,terdog,1
perrkz,hallrs,4
perrkz,tsmfansrdelusional,12
perrkz,tsmfansrdelusional,1
jbishere,shayanmulti,1
jbishere,jenna_tull4skin,5
jbishere,stuartgt,9
bobross,dannyvanhalen,1
perrkz,na_why_so_fat_ha,1
perrkz,tsmfansrdelusional,2
disguisedtoast,demigod85,1
jbishere,wipefronttoback,1
jbishere,suhayma38,1
bobross,straightfull,1
jbishere,phantomtrader88,4
jbishere,atze07,1
jbishere,nybblenaut,1
jbishere,gizzm01,1
jbishere,boxofrain1,1
jbishere,trpz,1
jbishere,ojoooosh,1
jbishere,ninjasockmonkey,1
jbishere,bossbanana02,1
jbishere,goldnpheonix,3
jbishere,hfacta,1
jbishere,vamppriest101,1
jbishere,caml0st,1
jbishere,dirty_dangles_,1
jbishere,ladyvegan,1
jbishere,marbman13,3
jbishere,nate433443,1
jbishere,justifyreality,1
jbishere,veryvonderful,0
sodapoppin,lchirhol,2
jbishere,chickenbird,1
jbishere,flightmode_kooler,1
jbishere,utu2tm,1
jbishere,pm_me_your_nachos,1
jbishere,mr4gr1n,1
sodapoppin,nutmonk,1
perrkz,tsmfansrdelusional,4
jbishere,mac10k,1
jbishere,makisashi,1
jbishere,drewzeedo5,1
jbishere,slxthtblakkidtv,1
jbishere,bluedreamfiend,1
jbishere,shayanmulti,1
jbishere,fusrahdo,1
jbishere,gigantorzz,1
jbishere,daddykid14,1
perrkz,toiletvann,6
perrkz,tsmfansrdelusional,6
jbishere,bobfish1290,1
jbishere,suhayma38,1
perrkz,expento,30
jbishere,iamtgb,1
jbishere,thad117,1
jbishere,suhayma38,1
jbishere,marbman13,5
jbishere,ism07,1
jbishere,bobfish1290,1
jbishere,jenna_tull4skin,1
jbishere,kapp06,1
jbishere,nate433443,1
jbishere,jimmmay,1
giantwaffle,vendiktuss,2
jbishere,specialtater,2
giantwaffle,cumali002,4
perrkz,tsmfansrdelusional,6
jbishere,pm_me_your_nachos,1
jbishere,untiorandom,1
jbishere,pixelbypixelstudios,1
jbishere,tabletopknight,1
jbishere,parreira137,1
jbishere,specialtater,2
jbishere,ladyvegan,2
jbishere,nate433443,1
disguisedtoast,pepeismyspiritanimal,1
jbishere,blaloco,1
jbishere,xxgamingxx_yt2,1
jbishere,racer9999,1
jbishere,suhayma38,1
jbishere,joshrod_,1
disguisedtoast,hahaa12btwhahaa,1
jbishere,flavortownphenom,1
jbishere,chickenbird,1
perrkz,tsmfansrdelusional,15
jbishere,marren05,1
jbishere,shaggyg721,1
jbishere,dfist45,1
jbishere,bossbanana02,1
jbishere,lyndies,1
jbishere,kagaminenerd,1
disguisedtoast,datrichardguy,5
jbishere,drewzeedo5,7
jbishere,blue_streak,1
jbishere,tgm999,1
jbishere,ogr3magi,14
jbishere,premiumbosscoffee,1
jbishere,saosinn_,1
jbishere,419stream,1
jbishere,techbob_2002,1
jbishere,xxgamingxx_yt2,23
sodapoppin,soulstorm_brew,15
jbishere,mcnutty88,9
jbishere,dfist45,1
jbishere,bigunclelee,1
jbishere,streamelements,11
jbishere,pm_me_your_nachos,32
jbishere,techbob_2002,1
perrkz,expento,9
jbishere,terdog,1
jbishere,streamelements,25
jbishere,gizzm01,1
disguisedtoast,pandagabe,2
jbishere,streamelements,53
jbishere,moondaragon,1
jbishere,shaman71,34
jbishere,streamelements,11
jbishere,moondaragon,1
jbishere,streamelements,41
jbishere,paddys_pub,13
jbishere,fahmay,9
sodapoppin,kilkyjohnson,1
jbishere,streamelements,55
jbishere,nipps6,1
jbishere,streamelements,11
jbishere,streamelements,8
jbishere,shaman71,20
jbishere,newkemz,6
jbishere,shaman71,2
jbishere,moondaragon,2
disguisedtoast,deltiee,1
jbishere,coolwust,5
jbishere,marbman13,1
jbishere,tgm999,3
jbishere,saosinn_,3
jbishere,shaman71,40
jbishere,drnoesis,2
sodapoppin,futanari_chan,2
jbishere,moondaragon,1
jbishere,streamelements,25
jbishere,djtruthsayer,1
jbishere,streamelements,11
jbishere,goldnpheonix,2
giantwaffle,quickbusiness,3
giantwaffle,lurkingzombie,2
jbishere,kagaminenerd,1
jbishere,tgm999,2
jbishere,ogr3magi,2
jbishere,ninjasockmonkey,2
jbishere,leysfort,2
jbishere,leysfort,1
jbishere,mellemony,6
jbishere,icobacca,2
jbishere,kagaminenerd,2
jbishere,moondaragon,1
jbishere,ladyvegan,3
sodapoppin,lepiyao,1
jbishere,parreira137,3
jbishere,bryanlolol,1
jbishere,drewzeedo5,1
jbishere,zexc_,1
jbishere,goldnpheonix,1
jbishere,4ipsikkk,1
jbishere,fahmay,1
jbishere,chizbits,1
jbishere,thewazapman,1
jbishere,drnoesis,1
jbishere,wipefronttoback,1
jbishere,kapp06,1
jbishere,fail_ninja,1
jbishere,hfacta,1
jbishere,downslidewi,1
jbishere,premiumbosscoffee,1
jbishere,luvbug1396,1
sodapoppin,lolmysterior,2
jbishere,l0053g0053,1
jbishere,ajamma16,1
jbishere,cpt_caleb,1
jbishere,hentailuver94,1
jbishere,chickenbird,1
jbishere,utu2tm,1
jbishere,veggieshark,1
jbishere,mcnutty88,1
jbishere,lovebutter,1
jbishere,igokylestyle,1
jbishere,jimmmay,1
jbishere,blue_streak,1
jbishere,maasneotekprototype,1
jbishere,shaggyg721,1
jbishere,lovebutter,1
jbishere,alphatrog,1
jbishere,bigunclelee,4
jbishere,archaegeo,1
jbishere,skrillex6977,1
jbishere,nateg78,1
jbishere,tripodunit,1
jbishere,mabry_,1
jbishere,shaman71,1
jbishere,kagaminenerd,1
jbishere,marvinducks,1
jbishere,randomrob,1
jbishere,pm_me_your_nachos,26
jbishere,marbman13,3
jbishere,untiorandom,1
jbishere,jimmmay,1
jbishere,leannmaia,2
bobross,despisetheirlies,6
jbishere,blue_streak,1
jbishere,nybblenaut,5
jbishere,lovebutter,1
jbishere,szalke,1
jbishere,bigunclelee,1
jbishere,millifrag,1
jbishere,fromnuno,1
jbishere,justified180,1
jbishere,bluezpz,1
jbishere,streamelements,26
jbishere,mr_effyouseekay,1
bobross,bigbosswatches,1
jbishere,ojoooosh,1
jbishere,fusrahdo,1
jbishere,norwoodtheronin,1
jbishere,thefirstkman,1
jbishere,fromnuno,1
jbishere,l0053g0053,1
jbishere,ism07,1
jbishere,wipefronttoback,1
jbishere,mr_effyouseekay,1
jbishere,kagaminenerd,1
jbishere,ogr3magi,8
jbishere,kilen97,1
jbishere,batasngdm,1
jbishere,djtruthsayer,1
sodapoppin,marsauce,1
jbishere,pastrami,1
jbishere,inf3ctor,1
bobross,smwwwwwwwwwwwwwwwwwwwwwms,6
jbishere,toxic_war_i,1
jbishere,snarkybeard,1
jbishere,flaaaf,1
jbishere,streamelements,8
jbishere,streamelements,11
jbishere,moondaragon,1
jbishere,jalvis10,1
jbishere,bitsymphony,4
jbishere,ladyvegan,5
jbishere,flaaaf,6
jbishere,bimmy_tv,1
jbishere,aetherweave,1
jbishere,norwoodtheronin,1
sodapoppin,verettv,2
jbishere,random4,1
jbishere,tgm999,3
jbishere,tabletopknight,1
xqcow,deinoe,31
jbishere,hfacta,3
jbishere,fresh__delivery,4
jbishere,yetionayacht,1
jbishere,chillywillies,6
jbishere,streamelements,8
sodapoppin,tp_gp_op,1
jbishere,streamelements,8
jbishere,eddiebny12,5
crayator,aakashd1993,4
crayator,jasamius,5
crayator,zesty_zelda,1
crayator,deniseisepic,5
crayator,gavin0016,1
jbishere,ellyinvideoland,1
jbishere,morgdatmonster,1
jbishere,oldafgamer,5
crayator,moyzy95,1
crayator,jaxbell217,2
crayator,fortniteawasome,1
xqcow,potateeeeees,2
crayator,cristian4ymt,1
crayator,cristian4ymt,1
crayator,saircat,14
jbishere,ligma_btw,4
crayator,jacksepticeye36020,8
jbishere,pm_me_your_nachos,35
jbishere,streamelements,10
jbishere,streamelements,25
crayator,ambear27,1
jbishere,ism07,1
jbishere,streamelements,8
jbishere,pm_me_your_nachos,42
crayator,cheif_dctj,3
jbishere,ligma_btw,3
disguisedtoast,toxick_waste,3
crayator,mellonhead97,3
sodapoppin,woods2323,4
sodapoppin,meyern3,42
crayator,realinfernomaster,5
crayator,alyssaar18,1
crayator,jasamius,3
jbishere,marbman13,3
jbishere,moondaragon,1
crayator,mellonhead97,3
sodapoppin,oddemperor,1
jbishere,streamelements,12
crayator,darthxgoldylox,8
jbishere,caml0st,1
jbishere,mokmo418,1
jbishere,morgdatmonster,1
jbishere,marren05,1
jbishere,streamelements,11
crayator,mellonhead97,1
jbishere,ninjasockmonkey,22
jbishere,streamelements,12
jbishere,moondaragon,8
jbishere,cubbyty,1
jbishere,chizbits,1
jbishere,parreira137,1
jbishere,snarkybeard,1
jbishere,harperjg,1
jbishere,downslidewi,24
jbishere,kapp06,1
jbishere,l0053g0053,1
jbishere,terdog,1
jbishere,fish_1771,1
jbishere,untiorandom,1
jbishere,ninjasockmonkey,1
jbishere,auokka,1
jbishere,jimmmay,1
jbishere,leetables,1
jbishere,guelph35,1
jbishere,tripodunit,1
jbishere,ellyinvideoland,1
jbishere,drnoesis,1
jbishere,downslidewi,1
jbishere,fail_ninja,1
jbishere,utu2tm,1
jbishere,jalvis10,1
jbishere,blackberrybear,1
jbishere,zomblies,1
jbishere,reprisal2323,1
jbishere,stuartgt,1
jbishere,blue_streak,1
jbishere,nirate,1
crayator,jedtaik5,4
crayator,elliotstark11,1
jbishere,yetionayacht,1
jbishere,supersandia,1
jbishere,ajamma16,1
jbishere,thedruce,1
jbishere,antigular,1
jbishere,ism07,1
jbishere,chickenbird,1
jbishere,randomrob,1
crayator,dmac134,2
jbishere,ricketycat,1
jbishere,presthole,1
crayator,supersahen1,3
crayator,gurmehar_s,1
jbishere,tastybites101,1
crayator,thickgirl,5
jbishere,jerloch,1
jbishere,kingjaeden,1
crayator,aussiemate69,3
disguisedtoast,3ricdasianpandaa,2
jbishere,loyalcrown,1
jbishere,ir0ku,1
jbishere,toxic_war_i,1
crayator,davidsnoodle,1
giantwaffle,garthorpa,7
jbishere,streamelements,55
crayator,flippers44,3
jbishere,alkavar_aka_alki,1
jbishere,specialtater,1
jbishere,bigunclelee,1
jbishere,pm_me_your_nachos,1
jbishere,drewzeedo5,1
crayator,twinklefoes,1
jbishere,racer9999,1
jbishere,someporkchop,1
jbishere,intense_demize,1
crayator,crofil,2
crayator,hemdan1,1
disguisedtoast,chipsmania,2
jbishere,pm_me_your_nachos,0
jbishere,hawk3o8,1
crayator,marc4492,4
jbishere,parreira137,5
disguisedtoast,numerrus,8
jbishere,damasteel,1
jbishere,intense_demize,1
crayator,colgur8843,1
jbishere,scop3r9,1
jbishere,mrlpoo,6
jbishere,kilen97,1
jbishere,possiblyameme27,1
crayator,vasavage,4
jbishere,igokylestyle,1
jbishere,goldnpheonix,1
crayator,saircat,6
jbishere,novaleevr,1
jbishere,chroniq,7
jbishere,goldnpheonix,2
jbishere,breakyourdisone,1
jbishere,streamelements,10
jbishere,hawk3o8,1
jbishere,someporkchop,1
sodapoppin,draxth3hyena,11
jbishere,boond0cks,1
jbishere,someporkchop,1
jbishere,skrillex6977,1
jbishere,thisnightwing,1
jbishere,pysteve,1
crayator,cole8765,12
jbishere,dolphinsunite,1
jbishere,nybblenaut,1
jbishere,specialtater,12
jbishere,gaming_that_counts,1
jbishere,chroniq,1
jbishere,chroniq,1
jbishere,atze07,1
jbishere,mauris875,1
jbishere,easykill42,1
jbishere,streamelements,25
jbishere,leetables,1
jbishere,justified180,1
crayator,jaxbell217,1
crayator,cole8765,1
jbishere,changename_,1
crayator,hemdan1,2
jbishere,bladedaethking21,7
jbishere,yetionayacht,1
jbishere,streamelements,8
crayator,lightlyshad0w,6
crayator,sheripai08,1
crayator,alphapixel6192,7
crayator,jasamius,14
crayator,bear24hs,2
crayator,mellonhead97,1
crayator,cole8765,1
crayator,jaxbell217,1
jbishere,atze07,1
jbishere,pm_me_your_nachos,28
crayator,cole8765,3
crayator,davidsnoodle,2
crayator,not_a_brinker14,5
jbishere,streamelements,11
crayator,bonniedoll,2
disguisedtoast,norcora,3
jbishere,specialtater,5
jbishere,goldmacaroon,1
jbishere,das9292,1
jbishere,gizzm01,4
jbishere,terdog,10
jbishere,streamelements,12
jbishere,papa_smurf4,3
jbishere,specialtater,6
crayator,jaxbell217,3
jbishere,streamelements,11
jbishere,papa_smurf4,4
jbishere,streamelements,11
jbishere,zel0sgaming,1
jbishere,streamelements,12
jbishere,terdog,3
jbishere,atze07,1
jbishere,flightmode_kooler,1
jbishere,downslidewi,13
jbishere,cubbyty,1
jbishere,zexc_,1
jbishere,chroniq,1
jbishere,jorrell1570,1
jbishere,kingjaeden,1
jbishere,djtruthsayer,1
jbishere,crusader1123,1
jbishere,marren05,1
jbishere,ricketycat,1
jbishere,magrath,1
jbishere,kapp06,1
jbishere,hinatorichan,1
jbishere,stuartgt,1
crayator,cole8765,3
jbishere,ladyvegan,1
jbishere,maasneotekprototype,1
jbishere,chizbits,1
crayator,deniseisepic,1
jbishere,leetables,1
jbishere,nateg78,1
jbishere,jalvis10,1
jbishere,fly4awifi,1
jbishere,ninjasockmonkey,1
jbishere,ganktakular,1
jbishere,tony23blast,1
jbishere,specialtater,1
jbishere,shyguy294,1
jbishere,batasngdm,1
jbishere,kagaminenerd,1
jbishere,fish_1771,1
jbishere,zomblies,1
jbishere,loyalcrown,1
jbishere,vezooy,1
jbishere,parreira137,1
jbishere,newkemz,1
jbishere,xxredcowxx,1
jbishere,iamtgb,1
jbishere,flavortownphenom,1
jbishere,alphatrog,1
jbishere,ex_raceworker,1
crayator,jedtaik5,2
jbishere,chickenbird,1
jbishere,changename_,1
jbishere,harperjg,1
crayator,genesis_1020,1
jbishere,downslidewi,1
jbishere,jb3798k,1
jbishere,miss_badger,1
jbishere,techbob_2002,1
jbishere,conterio,1
jbishere,jalvis10,1
jbishere,bigunclelee,1
jbishere,random4,1
jbishere,hawk3o8,1
jbishere,skrillex6977,1
jbishere,mkswampy,1
jbishere,nwonknu_x,1
crayator,marc4492,6
jbishere,moondaragon,16
crayator,jaxbell217,1
crayator,jasamius,3
jbishere,specialtater,1
crayator,soccermom222,2
crayator,zaaraaas,1
jbishere,qwertydamus,1
jbishere,inf3ctor,1
jbishere,ponquee,1
jbishere,novaleevr,1
crayator,mellonhead97,8
crayator,gurmehar_s,10
jbishere,kilen97,1
jbishere,flybyrdy,1
jbishere,terdog,1
crayator,m1tzyy,6
jbishere,yetionayacht,1
sodapoppin,oownixo,5
